session_id,vehicle_id,vehicle_type,number_plate,entry_time,exit_time,crossing_duration,run_type,algorithm,created_at
session_1781684164848,v765,car,AP95OQ5941,0.0,916.5,916.5,rl,PPO,2026-06-17T08:20:16.040881
session_1781684164848,v757,car,UP01FO4871,0.0,916.5,916.5,rl,SAC,2026-06-17T08:20:16.040881
session_1781684164848,v776,car,TN31ND9338,0.0,916.88,916.88,rl,Custom,2026-06-17T08:20:16.187672
session_1781684164848,v763,ev_scooter,HR62ON2422,0.0,917.38,917.38,rl,SAC,2026-06-17T08:20:16.317594
session_1781684164848,v766,two_wheeler,KL67RL6339,0.0,917.38,917.38,rl,Custom,2026-06-17T08:20:16.321724
session_1781684164848,v766,two_wheeler,KL67RL6339,0.0,917.5,917.5,baseline,fixed_time,2026-06-17T08:20:16.321724
session_1781684164848,v765,car,AP95OQ5941,0.0,917.62,917.62,rl,SAC,2026-06-17T08:20:16.381993
session_1781684164848,v762,two_wheeler,TS73VR5725,0.0,917.75,917.75,rl,SAC,2026-06-17T08:20:16.381993
session_1781684164848,v766,two_wheeler,KL67RL6339,0.0,917.75,917.75,rl,SAC,2026-06-17T08:20:16.381993
session_1781684164848,v777,two_wheeler,DL08UP8160,0.0,917.88,917.88,baseline,fixed_time,2026-06-17T08:20:16.445585
session_1781684164848,v777,two_wheeler,DL08UP8160,0.0,917.88,917.88,rl,PPO,2026-06-17T08:20:16.445585
session_1781684164848,v777,two_wheeler,DL08UP8160,0.0,917.88,917.88,rl,DQN,2026-06-17T08:20:16.445585
session_1781684164848,v777,two_wheeler,DL08UP8160,0.0,917.88,917.88,rl,SAC,2026-06-17T08:20:16.445585
session_1781684164848,v754,car,AP89CT4290,0.0,918.0,918.0,rl,A2C,2026-06-17T08:20:16.445585
session_1781684164848,v753,car,TN77ZQ1074,0.0,918.25,918.25,rl,SAC,2026-06-17T08:20:16.517782
session_1781684164848,v761,auto_rickshaw,AP33HJ4568,0.0,918.62,918.62,rl,SAC,2026-06-17T08:20:16.663202
session_1781684164848,v764,two_wheeler,TS29HQ3543,0.0,918.62,918.62,rl,A2C,2026-06-17T08:20:16.668554
session_1781684164848,v778,two_wheeler,KA79ZU7468,0.0,919.12,919.12,baseline,fixed_time,2026-06-17T08:20:16.803829
session_1781684164848,v768,two_wheeler,TS90JU5596,0.0,919.38,919.38,rl,DQN,2026-06-17T08:20:16.867867
session_1781684164848,v779,two_wheeler,KA29LE2615,0.0,920.38,920.38,baseline,fixed_time,2026-06-17T08:20:17.121806
session_1781684164848,v779,two_wheeler,KA29LE2615,0.0,920.38,920.38,rl,SAC,2026-06-17T08:20:17.121806
session_1781684164848,v769,cab,MH29EM7169,0.0,920.62,920.62,rl,PPO,2026-06-17T08:20:17.205665
session_1781684164848,v769,cab,MH29EM7169,0.0,920.75,920.75,rl,DQN,2026-06-17T08:20:17.211553
session_1781684164848,v780,two_wheeler,TS95IA4732,0.0,921.62,921.62,rl,DQN,2026-06-17T08:20:17.471676
session_1781684164848,v770,two_wheeler,KL74DZ6187,0.0,921.88,921.88,rl,PPO,2026-06-17T08:20:17.543014
session_1781684164848,v770,two_wheeler,KL74DZ6187,0.0,922.0,922.0,rl,DQN,2026-06-17T08:20:17.549877
session_1781684164848,v781,ev_scooter,TN14TY4824,0.0,922.88,922.88,baseline,fixed_time,2026-06-17T08:20:17.826217
session_1781684164848,v781,ev_scooter,TN14TY4824,0.0,922.88,922.88,rl,DQN,2026-06-17T08:20:17.826217
session_1781684164848,v781,ev_scooter,TN14TY4824,0.0,922.88,922.88,rl,SAC,2026-06-17T08:20:17.826217
session_1781684164848,v770,two_wheeler,KL74DZ6187,0.0,923.5,923.5,rl,SAC,2026-06-17T08:20:17.973448
session_1781684164848,v771,car,HR38YP6861,0.0,923.62,923.62,rl,PPO,2026-06-17T08:20:18.040832
session_1781684164848,v782,cab,DL74VE9787,0.0,923.88,923.88,baseline,fixed_time,2026-06-17T08:20:18.104357
session_1781684164848,v782,cab,DL74VE9787,0.0,923.88,923.88,rl,SAC,2026-06-17T08:20:18.104357
session_1781684164848,v782,cab,DL74VE9787,0.0,923.88,923.88,rl,A2C,2026-06-17T08:20:18.104357
session_1781684164848,v772,car,DL28CU3913,0.0,924.5,924.5,baseline,fixed_time,2026-06-17T08:20:18.222329
session_1781684164848,v771,car,HR38YP6861,0.0,925.0,925.0,rl,SAC,2026-06-17T08:20:18.354662
session_1781684164848,v783,auto_rickshaw,TN67YS7297,0.0,925.12,925.12,rl,DQN,2026-06-17T08:20:18.409411
session_1781684164848,v783,auto_rickshaw,TN67YS7297,0.0,925.12,925.12,rl,SAC,2026-06-17T08:20:18.409411
session_1781684164848,v769,cab,MH29EM7169,0.0,925.5,925.5,rl,A2C,2026-06-17T08:20:18.471493
session_1781684164848,v765,car,AP95OQ5941,0.0,925.62,925.62,rl,A2C,2026-06-17T08:20:18.542506
session_1781684164848,v759,car,UP71CH6611,0.0,925.75,925.75,rl,Custom,2026-06-17T08:20:18.542506
session_1781684164848,v773,auto_rickshaw,MH58WW5642,0.0,926.0,926.0,baseline,fixed_time,2026-06-17T08:20:18.610123
session_1781684164848,v755,ev_scooter,KA70BA7964,0.0,926.0,926.0,rl,Custom,2026-06-17T08:20:18.610123
session_1781684164848,v768,two_wheeler,TS90JU5596,0.0,926.0,926.0,rl,Custom,2026-06-17T08:20:18.610123
session_1781684164848,v758,car,KA46TN3164,0.0,926.12,926.12,rl,Custom,2026-06-17T08:20:18.673508
session_1781684164848,v754,car,AP89CT4290,0.0,926.38,926.38,rl,DQN,2026-06-17T08:20:18.750381
session_1781684164848,v784,car,TS19DQ7574,0.0,926.38,926.38,rl,DQN,2026-06-17T08:20:18.750381
session_1781684164848,v784,car,TS19DQ7574,0.0,926.38,926.38,rl,A2C,2026-06-17T08:20:18.750381
session_1781684164848,v765,car,AP95OQ5941,0.0,926.5,926.5,rl,Custom,2026-06-17T08:20:18.750381
session_1781684164848,v761,auto_rickshaw,AP33HJ4568,0.0,926.62,926.62,rl,Custom,2026-06-17T08:20:18.813240
session_1781684164848,v773,auto_rickshaw,MH58WW5642,0.0,926.88,926.88,rl,DQN,2026-06-17T08:20:18.877199
session_1781684164848,v767,two_wheeler,HR86BW7821,0.0,927.0,927.0,rl,DQN,2026-06-17T08:20:18.883125
session_1781684164848,v774,auto_rickshaw,DL86EJ6590,0.0,927.0,927.0,rl,A2C,2026-06-17T08:20:18.886109
session_1781684164848,v770,two_wheeler,KL74DZ6187,0.0,927.5,927.5,rl,A2C,2026-06-17T08:20:19.010855
session_1781684164848,v785,delivery_bike,DL28SN1809,0.0,927.62,927.62,rl,PPO,2026-06-17T08:20:19.074674
session_1781684164848,v762,two_wheeler,TS73VR5725,0.0,927.62,927.62,rl,Custom,2026-06-17T08:20:19.079233
session_1781684164848,v775,two_wheeler,TN81GH4015,0.0,927.88,927.88,rl,Custom,2026-06-17T08:20:19.153853
session_1781684164848,v760,car,AP61WF6125,0.0,928.0,928.0,rl,PPO,2026-06-17T08:20:19.153853
session_1781684164848,v766,two_wheeler,KL67RL6339,0.0,928.0,928.0,rl,PPO,2026-06-17T08:20:19.153853
session_1781684164848,v769,cab,MH29EM7169,0.0,928.0,928.0,rl,Custom,2026-06-17T08:20:19.153853
session_1781684164848,v786,car,GJ09PU9793,0.0,928.88,928.88,rl,PPO,2026-06-17T08:20:19.419076
session_1781684164848,v754,car,AP89CT4290,0.0,929.12,929.12,rl,PPO,2026-06-17T08:20:19.471961
session_1781684164848,v776,car,TN31ND9338,0.0,929.62,929.62,rl,A2C,2026-06-17T08:20:19.605764
session_1781684164848,v787,auto_rickshaw,AP65PZ1209,0.0,929.88,929.88,rl,DQN,2026-06-17T08:20:19.677552
session_1781684164848,v772,car,DL28CU3913,0.0,930.0,930.0,rl,PPO,2026-06-17T08:20:19.680110
session_1781684164848,v774,auto_rickshaw,DL86EJ6590,0.0,930.38,930.38,rl,Custom,2026-06-17T08:20:19.803701
session_1781684164848,v777,two_wheeler,DL08UP8160,0.0,930.75,930.75,rl,A2C,2026-06-17T08:20:19.869084
session_1781684164848,v788,cab,KA25FU5355,0.0,931.12,931.12,baseline,fixed_time,2026-06-17T08:20:20.003186
session_1781684164848,v788,cab,KA25FU5355,0.0,931.12,931.12,rl,DQN,2026-06-17T08:20:20.004269
session_1781684164848,v773,auto_rickshaw,MH58WW5642,0.0,931.12,931.12,rl,SAC,2026-06-17T08:20:20.004269
session_1781684164848,v788,cab,KA25FU5355,0.0,931.12,931.12,rl,SAC,2026-06-17T08:20:20.004269
session_1781684164848,v777,two_wheeler,DL08UP8160,0.0,931.25,931.25,rl,Custom,2026-06-17T08:20:20.018305
session_1781684164848,v778,two_wheeler,KA79ZU7468,0.0,931.5,931.5,rl,A2C,2026-06-17T08:20:20.082199
session_1781684164848,v755,ev_scooter,KA70BA7964,0.0,931.62,931.62,baseline,fixed_time,2026-06-17T08:20:20.146013
session_1781684164848,v756,car,KA83GI3803,0.0,931.62,931.62,baseline,fixed_time,2026-06-17T08:20:20.146013
session_1781684164848,v778,two_wheeler,KA79ZU7468,0.0,931.62,931.62,rl,Custom,2026-06-17T08:20:20.146013
session_1781684164848,v748,car,TS42ZO3958,0.0,931.75,931.75,baseline,fixed_time,2026-06-17T08:20:20.146013
session_1781684164848,v750,two_wheeler,MH97HW2713,0.0,931.75,931.75,baseline,fixed_time,2026-06-17T08:20:20.146013
session_1781684164848,v758,car,KA46TN3164,0.0,931.75,931.75,baseline,fixed_time,2026-06-17T08:20:20.161091
session_1781684164848,v757,car,UP01FO4871,0.0,931.88,931.88,baseline,fixed_time,2026-06-17T08:20:20.225597
session_1781684164848,v768,two_wheeler,TS90JU5596,0.0,932.25,932.25,baseline,fixed_time,2026-06-17T08:20:20.288942
session_1781684164848,v763,ev_scooter,HR62ON2422,0.0,932.38,932.38,baseline,fixed_time,2026-06-17T08:20:20.353124
session_1781684164848,v765,car,AP95OQ5941,0.0,932.38,932.38,baseline,fixed_time,2026-06-17T08:20:20.356243
session_1781684164848,v769,cab,MH29EM7169,0.0,932.38,932.38,baseline,fixed_time,2026-06-17T08:20:20.356243
session_1781684164848,v775,two_wheeler,TN81GH4015,0.0,932.38,932.38,baseline,fixed_time,2026-06-17T08:20:20.356243
session_1781684164848,v764,two_wheeler,TS29HQ3543,0.0,932.38,932.38,rl,SAC,2026-06-17T08:20:20.356243
session_1781684164848,v771,car,HR38YP6861,0.0,932.5,932.5,baseline,fixed_time,2026-06-17T08:20:20.368714
session_1781684164848,v772,car,DL28CU3913,0.0,932.5,932.5,rl,SAC,2026-06-17T08:20:20.371717
session_1781684164848,v759,car,UP71CH6611,0.0,932.62,932.62,baseline,fixed_time,2026-06-17T08:20:20.449712
session_1781684164848,v779,two_wheeler,KA29LE2615,0.0,932.62,932.62,rl,Custom,2026-06-17T08:20:20.450592
session_1781684164848,v779,two_wheeler,KA29LE2615,0.0,932.75,932.75,rl,A2C,2026-06-17T08:20:20.450592
session_1781684164848,v774,auto_rickshaw,DL86EJ6590,0.0,933.12,933.12,baseline,fixed_time,2026-06-17T08:20:20.577986
session_1781684164848,v776,car,TN31ND9338,0.0,933.12,933.12,baseline,fixed_time,2026-06-17T08:20:20.581445
session_1781684164848,v762,two_wheeler,TS73VR5725,0.0,933.38,933.38,baseline,fixed_time,2026-06-17T08:20:20.642083
session_1781684164848,v790,e_rickshaw,DL53WF9899,0.0,933.62,933.62,baseline,fixed_time,2026-06-17T08:20:20.716471
session_1781684164848,v790,e_rickshaw,DL53WF9899,0.0,933.62,933.62,rl,PPO,2026-06-17T08:20:20.719691
session_1781684164848,v753,car,TN77ZQ1074,0.0,933.88,933.88,baseline,fixed_time,2026-06-17T08:20:20.785055
session_1781684164848,v780,two_wheeler,TS95IA4732,0.0,934.0,934.0,rl,A2C,2026-06-17T08:20:20.785055
session_1781684164848,v780,two_wheeler,TS95IA4732,0.0,934.25,934.25,baseline,fixed_time,2026-06-17T08:20:20.859517
session_1781684164848,v780,two_wheeler,TS95IA4732,0.0,934.38,934.38,rl,Custom,2026-06-17T08:20:20.924534
session_1781684164848,v791,two_wheeler,KA36CL3539,0.0,934.88,934.88,baseline,fixed_time,2026-06-17T08:20:21.067693
session_1781684164848,v791,two_wheeler,KA36CL3539,0.0,934.88,934.88,rl,SAC,2026-06-17T08:20:21.071777
session_1781684164848,v791,two_wheeler,KA36CL3539,0.0,934.88,934.88,rl,A2C,2026-06-17T08:20:21.071777
session_1781684164848,v781,ev_scooter,TN14TY4824,0.0,935.62,935.62,rl,A2C,2026-06-17T08:20:21.269201
session_1781684164848,v781,ev_scooter,TN14TY4824,0.0,935.75,935.75,rl,Custom,2026-06-17T08:20:21.271772
session_1781684164848,v792,ev_scooter,KL99KJ8505,0.0,935.88,935.88,baseline,fixed_time,2026-06-17T08:20:21.328988
session_1781684164848,v782,cab,DL74VE9787,0.0,936.0,936.0,rl,PPO,2026-06-17T08:20:21.328988
session_1781684164848,v776,car,TN31ND9338,0.0,936.0,936.0,rl,DQN,2026-06-17T08:20:21.328988
session_1781684164848,v779,two_wheeler,KA29LE2615,0.0,936.25,936.25,rl,DQN,2026-06-17T08:20:21.393998
session_1781684164848,v771,car,HR38YP6861,0.0,936.38,936.38,rl,DQN,2026-06-17T08:20:21.462157
session_1781684164848,v775,two_wheeler,TN81GH4015,0.0,936.88,936.88,rl,DQN,2026-06-17T08:20:21.591286
session_1781684164848,v793,cab,TN23ZT8966,0.0,937.12,937.12,baseline,fixed_time,2026-06-17T08:20:21.650630
session_1781684164848,v793,cab,TN23ZT8966,0.0,937.12,937.12,rl,PPO,2026-06-17T08:20:21.650630
session_1781684164848,v793,cab,TN23ZT8966,0.0,937.12,937.12,rl,SAC,2026-06-17T08:20:21.650630
session_1781684164848,v778,two_wheeler,KA79ZU7468,0.0,937.75,937.75,rl,DQN,2026-06-17T08:20:21.772438
session_1781684164848,v774,auto_rickshaw,DL86EJ6590,0.0,938.38,938.38,rl,DQN,2026-06-17T08:20:21.954544
session_1781684164848,v794,car,TS51LA1847,0.0,938.38,938.38,rl,DQN,2026-06-17T08:20:21.954544
session_1781684164848,v794,car,TS51LA1847,0.0,938.38,938.38,rl,A2C,2026-06-17T08:20:21.960558
session_1781684164848,v794,car,TS51LA1847,0.0,938.38,938.38,rl,Custom,2026-06-17T08:20:21.966141
session_1781684164848,v784,car,TS19DQ7574,0.0,939.25,939.25,rl,SAC,2026-06-17T08:20:22.145270
session_1781684164848,v795,ev_scooter,KL95GX6229,0.0,939.62,939.62,rl,DQN,2026-06-17T08:20:22.272078
session_1781684164848,v776,car,TN31ND9338,0.0,940.0,940.0,rl,PPO,2026-06-17T08:20:22.337248
session_1781684164848,v785,delivery_bike,DL28SN1809,0.0,940.0,940.0,rl,Custom,2026-06-17T08:20:22.340913
session_1781684164848,v785,delivery_bike,DL28SN1809,0.0,940.12,940.12,baseline,fixed_time,2026-06-17T08:20:22.402277
session_1781684164848,v775,two_wheeler,TN81GH4015,0.0,940.12,940.12,rl,PPO,2026-06-17T08:20:22.402865
session_1781684164848,v780,two_wheeler,TS95IA4732,0.0,940.12,940.12,rl,PPO,2026-06-17T08:20:22.402865
session_1781684164848,v778,two_wheeler,KA79ZU7468,0.0,940.62,940.62,rl,PPO,2026-06-17T08:20:22.547843
session_1781684164848,v781,ev_scooter,TN14TY4824,0.0,940.75,940.75,rl,PPO,2026-06-17T08:20:22.547843
session_1781684164848,v785,delivery_bike,DL28SN1809,0.0,940.75,940.75,rl,A2C,2026-06-17T08:20:22.547843
session_1781684164848,v779,two_wheeler,KA29LE2615,0.0,940.88,940.88,rl,PPO,2026-06-17T08:20:22.625535
session_1781684164848,v796,car,AP88KX9439,0.0,940.88,940.88,rl,PPO,2026-06-17T08:20:22.625535
session_1781684164848,v785,delivery_bike,DL28SN1809,0.0,941.25,941.25,rl,DQN,2026-06-17T08:20:22.688254
session_1781684164848,v786,car,GJ09PU9793,0.0,941.25,941.25,rl,A2C,2026-06-17T08:20:22.690838
session_1781684164848,v786,car,GJ09PU9793,0.0,941.25,941.25,rl,Custom,2026-06-17T08:20:22.690838
session_1781684164848,v786,car,GJ09PU9793,0.0,941.62,941.62,baseline,fixed_time,2026-06-17T08:20:22.819884
session_1781684164848,v787,auto_rickshaw,AP65PZ1209,0.0,942.0,942.0,rl,A2C,2026-06-17T08:20:22.885543
session_1781684164848,v787,auto_rickshaw,AP65PZ1209,0.0,942.0,942.0,rl,Custom,2026-06-17T08:20:22.888183
session_1781684164848,v787,auto_rickshaw,AP65PZ1209,0.0,942.12,942.12,baseline,fixed_time,2026-06-17T08:20:22.953578
session_1781684164848,v786,car,GJ09PU9793,0.0,942.88,942.88,rl,DQN,2026-06-17T08:20:23.146616
session_1781684164848,v798,two_wheeler,UP04BO7472,0.0,943.12,943.12,rl,PPO,2026-06-17T08:20:23.209747
session_1781684164848,v798,two_wheeler,UP04BO7472,0.0,943.12,943.12,rl,DQN,2026-06-17T08:20:23.209747
session_1781684164848,v787,auto_rickshaw,AP65PZ1209,0.0,943.25,943.25,rl,PPO,2026-06-17T08:20:23.209747
session_1781684164848,v780,two_wheeler,TS95IA4732,0.0,944.25,944.25,rl,SAC,2026-06-17T08:20:23.485814
session_1781684164848,v799,car,AP74OY5461,0.0,944.38,944.38,baseline,fixed_time,2026-06-17T08:20:23.558193
session_1781684164848,v799,car,AP74OY5461,0.0,944.38,944.38,rl,PPO,2026-06-17T08:20:23.563230
session_1781684164848,v775,two_wheeler,TN81GH4015,0.0,944.38,944.38,rl,SAC,2026-06-17T08:20:23.568558
session_1781684164848,v785,delivery_bike,DL28SN1809,0.0,944.38,944.38,rl,SAC,2026-06-17T08:20:23.572652
session_1781684164848,v799,car,AP74OY5461,0.0,944.38,944.38,rl,A2C,2026-06-17T08:20:23.576975
session_1781684164848,v789,car,UP90HK6841,0.0,944.88,944.88,baseline,fixed_time,2026-06-17T08:20:23.704765
session_1781684164848,v789,car,UP90HK6841,0.0,945.0,945.0,rl,PPO,2026-06-17T08:20:23.708704
session_1781684164848,v789,car,UP90HK6841,0.0,945.12,945.12,rl,SAC,2026-06-17T08:20:23.776299
session_1781684164848,v789,car,UP90HK6841,0.0,945.25,945.25,rl,A2C,2026-06-17T08:20:23.776299
session_1781684164848,v778,two_wheeler,KA79ZU7468,0.0,945.38,945.38,rl,SAC,2026-06-17T08:20:23.861678
session_1781684164848,v800,car,TN56QF8148,0.0,945.62,945.62,baseline,fixed_time,2026-06-17T08:20:23.924434
session_1781684164848,v800,car,TN56QF8148,0.0,945.62,945.62,rl,PPO,2026-06-17T08:20:23.925093
session_1781684164848,v800,car,TN56QF8148,0.0,945.62,945.62,rl,Custom,2026-06-17T08:20:23.925093
session_1781684164848,v790,e_rickshaw,DL53WF9899,0.0,946.0,946.0,rl,SAC,2026-06-17T08:20:23.986968
session_1781684164848,v790,e_rickshaw,DL53WF9899,0.0,946.38,946.38,rl,A2C,2026-06-17T08:20:24.125462
session_1781684164848,v776,car,TN31ND9338,0.0,946.5,946.5,rl,SAC,2026-06-17T08:20:24.129324
session_1781684164848,v789,car,UP90HK6841,0.0,946.62,946.62,rl,DQN,2026-06-17T08:20:24.195144
session_1781684164848,v790,e_rickshaw,DL53WF9899,0.0,946.62,946.62,rl,DQN,2026-06-17T08:20:24.195144
session_1781684164848,v786,car,GJ09PU9793,0.0,946.62,946.62,rl,SAC,2026-06-17T08:20:24.195144
session_1781684164848,v801,car,TS79OW6744,0.0,946.88,946.88,rl,SAC,2026-06-17T08:20:24.258945
session_1781684164848,v788,cab,KA25FU5355,0.0,947.12,947.12,rl,Custom,2026-06-17T08:20:24.321926
session_1781684164848,v784,car,TS19DQ7574,0.0,947.25,947.25,rl,Custom,2026-06-17T08:20:24.321926
session_1781684164848,v791,two_wheeler,KA36CL3539,0.0,947.38,947.38,rl,PPO,2026-06-17T08:20:24.387319
session_1781684164848,v791,two_wheeler,KA36CL3539,0.0,947.38,947.38,rl,DQN,2026-06-17T08:20:24.390544
session_1781684164848,v802,two_wheeler,GJ07ZJ3674,0.0,947.88,947.88,rl,DQN,2026-06-17T08:20:24.520306
session_1781684164848,v802,two_wheeler,GJ07ZJ3674,0.0,947.88,947.88,rl,Custom,2026-06-17T08:20:24.521351
session_1781684164848,v787,auto_rickshaw,AP65PZ1209,0.0,948.0,948.0,rl,SAC,2026-06-17T08:20:24.521351
session_1781684164848,v782,cab,DL74VE9787,0.0,948.12,948.12,rl,Custom,2026-06-17T08:20:24.581454
session_1781684164848,v792,ev_scooter,KL99KJ8505,0.0,948.25,948.25,rl,DQN,2026-06-17T08:20:24.581454
session_1781684164848,v792,ev_scooter,KL99KJ8505,0.0,948.88,948.88,rl,Custom,2026-06-17T08:20:24.769504
session_1781684164848,v783,auto_rickshaw,TN67YS7297,0.0,949.0,949.0,rl,Custom,2026-06-17T08:20:24.771587
session_1781684164848,v803,two_wheeler,AP30DY9546,0.0,949.12,949.12,rl,A2C,2026-06-17T08:20:24.833031
session_1781684164848,v792,ev_scooter,KL99KJ8505,0.0,949.38,949.38,rl,PPO,2026-06-17T08:20:24.893408
session_1781684164848,v792,ev_scooter,KL99KJ8505,0.0,949.38,949.38,rl,SAC,2026-06-17T08:20:24.894000
session_1781684164848,v783,auto_rickshaw,TN67YS7297,0.0,950.75,950.75,rl,A2C,2026-06-17T08:20:25.217424
session_1781684164848,v793,cab,TN23ZT8966,0.0,951.5,951.5,rl,Custom,2026-06-17T08:20:25.452317
session_1781684164848,v805,car,UP81DO3744,0.0,951.62,951.62,rl,PPO,2026-06-17T08:20:25.513900
session_1781684164848,v795,ev_scooter,KL95GX6229,0.0,951.75,951.75,baseline,fixed_time,2026-06-17T08:20:25.513900
session_1781684164848,v795,ev_scooter,KL95GX6229,0.0,951.75,951.75,rl,SAC,2026-06-17T08:20:25.521562
session_1781684164848,v793,cab,TN23ZT8966,0.0,952.0,952.0,rl,A2C,2026-06-17T08:20:25.593351
session_1781684164848,v788,cab,KA25FU5355,0.0,952.5,952.5,rl,A2C,2026-06-17T08:20:25.721493
session_1781684164848,v806,car,KA58ZH7111,0.0,952.88,952.88,rl,A2C,2026-06-17T08:20:25.844480
session_1781684164848,v806,car,KA58ZH7111,0.0,952.88,952.88,rl,Custom,2026-06-17T08:20:25.849881
session_1781684164848,v796,car,AP88KX9439,0.0,953.25,953.25,rl,Custom,2026-06-17T08:20:25.913534
session_1781684164848,v807,ev_scooter,GJ35HI3095,0.0,953.88,953.88,baseline,fixed_time,2026-06-17T08:20:26.102750
session_1781684164848,v807,ev_scooter,GJ35HI3095,0.0,953.88,953.88,rl,SAC,2026-06-17T08:20:26.102750
session_1781684164848,v797,car,KA38BS7851,0.0,954.0,954.0,rl,Custom,2026-06-17T08:20:26.102750
session_1781684164848,v783,auto_rickshaw,TN67YS7297,0.0,954.38,954.38,rl,PPO,2026-06-17T08:20:26.224926
session_1781684164848,v784,car,TS19DQ7574,0.0,954.5,954.5,rl,PPO,2026-06-17T08:20:26.230632
session_1781684164848,v797,car,KA38BS7851,0.0,954.5,954.5,rl,PPO,2026-06-17T08:20:26.232606
session_1781684164848,v797,car,KA38BS7851,0.0,954.62,954.62,rl,A2C,2026-06-17T08:20:26.297896
session_1781684164848,v798,two_wheeler,UP04BO7472,0.0,955.25,955.25,baseline,fixed_time,2026-06-17T08:20:26.425410
session_1781684164848,v788,cab,KA25FU5355,0.0,955.5,955.5,rl,PPO,2026-06-17T08:20:26.487979
session_1781684164848,v796,car,AP88KX9439,0.0,955.62,955.62,rl,A2C,2026-06-17T08:20:26.554524
session_1781684164848,v794,car,TS51LA1847,0.0,955.75,955.75,rl,PPO,2026-06-17T08:20:26.554524
session_1781684164848,v809,cab,TS65TY4187,0.0,956.38,956.38,baseline,fixed_time,2026-06-17T08:20:26.735434
session_1781684164848,v809,cab,TS65TY4187,0.0,956.38,956.38,rl,DQN,2026-06-17T08:20:26.735434
session_1781684164848,v796,car,AP88KX9439,0.0,956.5,956.5,rl,DQN,2026-06-17T08:20:26.740841
session_1781684164848,v782,cab,DL74VE9787,0.0,956.62,956.62,rl,DQN,2026-06-17T08:20:26.801609
session_1781684164848,v797,car,KA38BS7851,0.0,956.62,956.62,rl,DQN,2026-06-17T08:20:26.801609
session_1781684164848,v793,cab,TN23ZT8966,0.0,957.25,957.25,rl,DQN,2026-06-17T08:20:26.935921
session_1781684164848,v798,two_wheeler,UP04BO7472,0.0,958.25,958.25,rl,SAC,2026-06-17T08:20:27.206466
session_1781684164848,v799,car,AP74OY5461,0.0,958.5,958.5,rl,SAC,2026-06-17T08:20:27.285044
session_1781684164848,v801,car,TS79OW6744,0.0,958.88,958.88,rl,PPO,2026-06-17T08:20:27.417772
session_1781684164848,v811,ev_scooter,TS96XE2420,0.0,958.88,958.88,rl,DQN,2026-06-17T08:20:27.421396
session_1781684164848,v811,ev_scooter,TS96XE2420,0.0,958.88,958.88,rl,SAC,2026-06-17T08:20:27.422466
session_1781684164848,v800,car,TN56QF8148,0.0,959.0,959.0,rl,SAC,2026-06-17T08:20:27.422466
session_1781684164848,v792,ev_scooter,KL99KJ8505,0.0,959.5,959.5,rl,A2C,2026-06-17T08:20:27.550945
session_1781684164848,v801,car,TS79OW6744,0.0,959.5,959.5,rl,Custom,2026-06-17T08:20:27.550945
session_1781684164848,v801,car,TS79OW6744,0.0,959.62,959.62,rl,DQN,2026-06-17T08:20:27.622065
session_1781684164848,v795,ev_scooter,KL95GX6229,0.0,959.62,959.62,rl,A2C,2026-06-17T08:20:27.622065
session_1781684164848,v798,two_wheeler,UP04BO7472,0.0,959.62,959.62,rl,A2C,2026-06-17T08:20:27.622065
session_1781684164848,v812,car,AP27OJ2101,0.0,959.88,959.88,rl,PPO,2026-06-17T08:20:27.685054
session_1781684164848,v812,car,AP27OJ2101,0.0,959.88,959.88,rl,SAC,2026-06-17T08:20:27.685054
session_1781684164848,v800,car,TN56QF8148,0.0,960.38,960.38,rl,A2C,2026-06-17T08:20:27.821608
session_1781684164848,v802,two_wheeler,GJ07ZJ3674,0.0,960.75,960.75,rl,SAC,2026-06-17T08:20:27.887248
session_1781684164848,v813,car,DL27VN7438,0.0,961.12,961.12,baseline,fixed_time,2026-06-17T08:20:28.019335
session_1781684164848,v813,car,DL27VN7438,0.0,961.12,961.12,rl,SAC,2026-06-17T08:20:28.021398
session_1781684164848,v813,car,DL27VN7438,0.0,961.12,961.12,rl,A2C,2026-06-17T08:20:28.021398
session_1781684164848,v803,two_wheeler,AP30DY9546,0.0,961.75,961.75,rl,SAC,2026-06-17T08:20:28.153875
session_1781684164848,v802,two_wheeler,GJ07ZJ3674,0.0,962.25,962.25,rl,A2C,2026-06-17T08:20:28.265948
session_1781684164848,v814,ev_scooter,KL38FU8574,0.0,962.38,962.38,rl,Custom,2026-06-17T08:20:28.337560
session_1781684164848,v804,cab,KL19NP9664,0.0,963.5,963.5,rl,DQN,2026-06-17T08:20:28.594356
session_1781684164848,v815,car,UP75WT1355,0.0,963.62,963.62,baseline,fixed_time,2026-06-17T08:20:28.666261
session_1781684164848,v815,car,UP75WT1355,0.0,963.62,963.62,rl,SAC,2026-06-17T08:20:28.666850
session_1781684164848,v815,car,UP75WT1355,0.0,963.62,963.62,rl,A2C,2026-06-17T08:20:28.670943
session_1781684164848,v783,auto_rickshaw,TN67YS7297,0.0,963.75,963.75,baseline,fixed_time,2026-06-17T08:20:28.670943
session_1781684164848,v801,car,TS79OW6744,0.0,963.75,963.75,baseline,fixed_time,2026-06-17T08:20:28.670943
session_1781684164848,v803,two_wheeler,AP30DY9546,0.0,963.75,963.75,baseline,fixed_time,2026-06-17T08:20:28.682845
session_1781684164848,v796,car,AP88KX9439,0.0,964.0,964.0,baseline,fixed_time,2026-06-17T08:20:28.762587
